frame,timestamp_sec,killer,victim
frame_0477.jpg,477,TaceAmmyjodTrb,PNXxVip
frame_0481.jpg,481,ilOOxTTFoxDIP,7aceammyjodTr
frame_0482.jpg,482,ilQOxTTFoxDP,7aceAmmyjodTr
frame_0483.jpg,483,ilOOxTTFoxDP,7aceAmmyjouTr
frame_0485.jpg,485,idOxTTFoxDp,7aceAmmyjodTrb
frame_0486.jpg,486,iDOOxTTFoxDIP,7aceAmmyjodTrb
frame_0487.jpg,487,RalexTrb,idOOkTTM
frame_0489.jpg,489,TaceRolexTrb,ilOOxTTM
frame_0490.jpg,490,7aceRolexTrb,iDODxT
frame_0494.jpg,494,iQQOxTTFoxDIP,7aceCoder Trb
frame_0495.jpg,495,iQQOxTTFoxDIP,7aceCoderTrb
frame_0496.jpg,496,ilOOxTTFoxDp,7aceCoderTrb
frame_0502.jpg,502,~AceRolex Trb,ilOOxTTM
frame_0503.jpg,503,7aceRolex Trb,iDOOxTTM
frame_0508.jpg,508,iDQOxTTFoxDP,7aceCoder Trb
frame_0509.jpg,509,ilQOxTTFoxDP,7aceCoderTrb
frame_0510.jpg,510,iQOxTTReaper,TaceRolex Trb
frame_0511.jpg,511,iDDux TTReaper,TaceRolex Trb
frame_0512.jpg,512,iDuuxTTReaper,7aceRolex Trb
frame_0513.jpg,513,i@IDxT TReaper,7aceRolex Trb
frame_0517.jpg,517,ilQOxTTFoxDP,snwyNinja
frame_0523.jpg,523,ilQOxTTFoxDIP,snwyNinja
frame_0524.jpg,524,iDOOxTTroxdp,~snwyamja
frame_0531.jpg,531,WFxK4NHHA,SGNxDREAMS
frame_0533.jpg,533,I4S,WFxK4NHHA
frame_0539.jpg,539,WFxK4NHHA,SGNxGhostDG
frame_0543.jpg,543,WFxK4NHHA,SGNxGhostOG
frame_0544.jpg,544,I49,WFxK4NHHA
frame_0545.jpg,545,WFxK4NHHA,SGNxGhostOG
frame_0551.jpg,551,WFxK4NHHA,SGNxDREAMS
frame_0553.jpg,553,WFxK4NHHA,SGNxZeBr Aazzzl
frame_0554.jpg,554,WFxK4NHHA,SGNxZeBrAazzzl
frame_0555.jpg,555,noDG,iQDOROE_ Romann
frame_0556.jpg,556,BRsycnoDG,Icacid
frame_0557.jpg,557,BRsycnoDG,icoc
frame_0558.jpg,558,BRsycnoDG,icac
frame_0565.jpg,565,WFxGOTEN,BRzucksyy
frame_0567.jpg,567,BRsycnoDG,WFxK4NHHA
frame_0571.jpg,571,WFxGOTEN,BRzucksyy
frame_0572.jpg,572,WFxGOTEN,BRzucksyv
frame_0573.jpg,573,WFxGOTEN,BRzucksyy
frame_0582.jpg,582,WFxGOTEN,BRsycnoDG
frame_0617.jpg,617,DIONs,2025
frame_0618.jpg,618,TONS,2025
frame_0619.jpg,619,WoNS,2025
frame_0620.jpg,620,JONS,2025
frame_0624.jpg,624,JPIONS,2025
frame_0625.jpg,625,JONS,2025
frame_0639.jpg,639,JONS,2025
frame_0642.jpg,642,JoNS,2025
frame_0643.jpg,643,JONS,2025
frame_0644.jpg,644,JIONS,2025
frame_0646.jpg,646,JONS,2025
frame_0647.jpg,647,JIONs,2025
frame_0648.jpg,648,JONs,2025
frame_0656.jpg,656,FNllhdetdm,TIxCabezalGL
frame_0657.jpg,657,MythdETrdI,TIxCabezalGL
frame_0658.jpg,658,MythDETRDx,TIxCabezalGL
frame_0662.jpg,662,MythdetroX,TIxMudit
frame_0664.jpg,664,MythdetrOX,TIxMudit
frame_0668.jpg,668,MythDETROX,TIxFantom
frame_0669.jpg,669,MythdeTrOX,TIxFantom
frame_0672.jpg,672,MythdetroX,T7xMudit
frame_0673.jpg,673,MythDETROX,TIxMudit
frame_0674.jpg,674,MythdetroX,TIxCabezalGL
frame_0675.jpg,675,MythDETROX,T7xCabezalCL
frame_0676.jpg,676,MythDETROX,TIxCabezalCL
frame_0691.jpg,691,4WxNodBDod,TDxDoxy
frame_0692.jpg,692,4WxNopBDoD,TDxDuxy
frame_0693.jpg,693,4WxNopBDoD,TDxDoxy
frame_0694.jpg,694,4WxNowBDoD ,TDxDoxt
frame_0700.jpg,700,TDxBeasTboyyyy,4WxNodBDel
frame_0701.jpg,701,TOxBeasTboyyyy,LWx NodBDoly
frame_0702.jpg,702,4WxNodBDoD,TOxDoxy
frame_0704.jpg,704,WndGodr,"WihumuntalOeD Beas """
frame_0705.jpg,705,WndGodAps,TDxBeasTboyNnN
frame_0706.jpg,706,WndGodaps,#WxBlnalull
frame_0707.jpg,707,WndGodaps,4WxBloelulou
frame_0708.jpg,708,WndGodNeXXus,4WxBhaaluDoD
frame_0710.jpg,710,WndGodNeXXus,4WxBhaaluDol
frame_0716.jpg,716,4WxAvnishDoD,WndGodNeXXuS
frame_0717.jpg,717,4WxavnishDoD),"WndGodNeXXus"""
frame_0718.jpg,718,4WxAvnishDoD,WndGodNeXXus
frame_0726.jpg,726,4WxlmmortaL Dod,WndGodl
frame_0727.jpg,727,4WxlmmdrtaL Dod,WndGodi
frame_0728.jpg,728,4WxlmmortaL Dod,WndGodi
frame_0730.jpg,730,Hnddodape,4WxavishDod
frame_0731.jpg,731,WndGodaps,0| e 4WxAvnishDoD
frame_0737.jpg,737,iDDORNTXTrace,aLTManae
frame_0738.jpg,738,ilOORNTXTrace,aLTManae
frame_0739.jpg,739,ilOORNTXTrace,Sunrioe;   ALTManas
frame_0747.jpg,747,"""umicz",ALTGodz
frame_0748.jpg,748,Lumicz,ALTGudz >He
frame_0749.jpg,749,ALTGodz,~IDDDRNTXNinja
frame_0750.jpg,750,ALTGodz,iDOORNTXNinja
frame_0751.jpg,751,ALTGodz,iDOORNTXNinje
frame_0764.jpg,764,ALTGodz,iDOORNTXNinja
frame_0765.jpg,765,aLTGodz,iQOORNTXNinja
frame_0766.jpg,766,aLTGodz,iQOORNTXNinje
frame_0767.jpg,767,Jun,ALTGodz
frame_0788.jpg,788,ilOORNTXTrace,ALTGodz
frame_0789.jpg,789,iDOORNTXTrace,ALTGodz
frame_0790.jpg,790,JUM,ALTGodz
frame_0791.jpg,791,OaltGodz,iDOORNTXPaind9
frame_0792.jpg,792,ALTGodz,iDOOrnTXNinja
frame_0793.jpg,793,ALTGodz,iQOORNTXNinja
frame_0794.jpg,794,ALTEESporta,iDOORNTXTra
frame_0796.jpg,796,Pleyzone,ALTManas/9g
frame_0797.jpg,797,Playzone,UMU
frame_0798.jpg,798,Foot %,iQOOrntXTrace
frame_0799.jpg,799,ALTEESporta,ilOORNTXTo
frame_0800.jpg,800,ALTEESporta,iDDORNTXTr
frame_0812.jpg,812,TENzenCYPHER,TIxCabezab
frame_0814.jpg,814,TENzenCYPHER,TIxCabezaL
frame_0816.jpg,816,TIxSkepp?i 5aT,t TENzenCYPHER
frame_0817.jpg,817,TIxSkeppzi,TENzenCYPHER
frame_0818.jpg,818,TIxSkepp3i,k TENzenCYPHER
frame_0821.jpg,821,TENzenCYPHER,TIxCabezalGL
frame_0849.jpg,849,Zcns,2025
frame_0903.jpg,903,chat,2025
frame_0909.jpg,909,NinzaApollozz,GENdipopFM
frame_0912.jpg,912,RIExBeardBaBa,GDzMASTe
frame_0913.jpg,913,iExDeardlLL,GDzMASTE
frame_0914.jpg,914,RIExBZerdBaBel,GDzMASTE
frame_0915.jpg,915,tcudabo,GDzMASTE
frame_0916.jpg,916,GDzToXicDP,xDragonDp
frame_0917.jpg,917,GDzToXicOP,F   RlExDragonDp
frame_0918.jpg,918,[4KxMac,RIEx Yuvald
frame_0919.jpg,919,H4KxMac,RIEx Yuvald
frame_0921.jpg,921,H4KxMac,5<  RIExRiCo
frame_0923.jpg,923,RIEx Yuvall,GDzBarkiDG
frame_0930.jpg,930,RIExBeardBaBa,H4KxRaGe
frame_0932.jpg,932,H4KxMac,RIEx Yuvall
frame_0933.jpg,933,H4KxMac,RIEx Yuvald
frame_0934.jpg,934,H4KxMac,7  RlExRiCu
frame_0935.jpg,935,H4KxMac,RIExRiCo
frame_0936.jpg,936,GDzToXicOP,RIExDragonDP
frame_0938.jpg,938,H4Kx Wizard,RIExBeardBaBa
frame_0940.jpg,940,h4KxSuJal,FTRKaiserGT
frame_0941.jpg,941,h4kSuJal,FTRKaiserGT
frame_0942.jpg,942,H4KxSuJal,FTRKaiserGT
frame_0946.jpg,946,GDzToXicOP,MedprOo
frame_0947.jpg,947,GDzToXicOP,MadprDo
frame_0949.jpg,949,H4KxMac Frrr,GzToXicOP
frame_0950.jpg,950,H4KxMac,GDzToXicOP
frame_0951.jpg,951,H4KxMac Frrr~,GDzToXicOP
frame_0955.jpg,955,H4KxMac,GDzToXicuP
frame_0956.jpg,956,MadClutchgod},NF   NebulaPHQENIX
frame_0957.jpg,957,MadClutchgodiz,NebulaPHDENIX
frame_1014.jpg,1014,dizr,NebulaKNDWME
frame_1015.jpg,1015,MadClutohpddiz,NebulaKNDWME
frame_1016.jpg,1016,MadClutchgpdiz,NebulaKNDWME
frame_1017.jpg,1017,MadClutchgodiz,NebulaKNOWME
frame_1018.jpg,1018,MadClutchgod),NebulaKNOWME
frame_1019.jpg,1019,MadClutchgodiz,NebulaKNOWME
frame_1099.jpg,1099,Cha,2025
frame_1100.jpg,1100,Chae,2025
frame_1104.jpg,1104,chat,2025
frame_1105.jpg,1105,chAC,2025
frame_1106.jpg,1106,ChAc,2025
frame_1107.jpg,1107,ChAC,2025
frame_1114.jpg,1114,ChA,2025
frame_1116.jpg,1116,ChI,2025
frame_1117.jpg,1117,ChA,2025
frame_1123.jpg,1123,Cha,2025
frame_1124.jpg,1124,chA,2025
frame_1125.jpg,1125,ChA,2025
frame_1132.jpg,1132,chas,2025
frame_1133.jpg,1133,ChA,2025
frame_1134.jpg,1134,Cha,2025
frame_1135.jpg,1135,Che,2025
frame_1149.jpg,1149,KixKnight,FTRMbCGLiOpGt
frame_1150.jpg,1150,KExKnight,FTRM_GLiDpGt
frame_1151.jpg,1151,KixKnight,FTRMdGLiDpGt
frame_1156.jpg,1156,KBxKnight,FTRMbDLiOpGT
frame_1157.jpg,1157,KBxKnighT,FTRM_GLiDpGt
frame_1158.jpg,1158,OSHkaranwp,FTRKaiserGT
frame_1159.jpg,1159,OSHkarandp,Nr FTRKaiserGT
frame_1160.jpg,1160,KO: K9xNinjaBDi,@SHdizzyIB
frame_1161.jpg,1161,K9xNinjeBDi,@SHdizzyIB
frame_1162.jpg,1162,K9xNinjaBDi,OSHdizzyIB
frame_1163.jpg,1163,K9xNinjeBQi,@SHdizzyIB
frame_1164.jpg,1164,K9xKnighT,OSHkaranDP
frame_1173.jpg,1173,NinzaShadow7,Ep   EOxCommando
frame_1174.jpg,1174,NinzaShadow7,"Ep""  EOxCommando"
frame_1176.jpg,1176,NinzaShadow7,"FEo"""
frame_1177.jpg,1177,iialShador],IEOxCommancndo
frame_1178.jpg,1178,NinzeShadow7,EOxCommando
frame_1179.jpg,1179,ESFraggerNubb,HBxSNDW
frame_1180.jpg,1180,Knternoi,ESKrisDp
frame_1181.jpg,1181,ESKrisDp,HBxSNOWJOD 
frame_1182.jpg,1182,Ktnteandi,ESKrisDp
frame_1186.jpg,1186,HBxHEROD,ESFraggerNu
frame_1188.jpg,1188,HBxHEROD,Eanueiam
frame_1189.jpg,1189,HBxHEROD,Wnm eau
frame_1190.jpg,1190,HBxHERDD,ESKrisDp
frame_1191.jpg,1191,vHFpnn,ESKrisDp
frame_1210.jpg,1210,"SPu  T""RI",Medwi
frame_1212.jpg,1212,GodL ManYea,MadClutchgodiz
frame_1213.jpg,1213,GodLManYaa,MedClutchgodiz
frame_1219.jpg,1219,GodlManYaa,MadShadowD
frame_1220.jpg,1220,GodlManYaa,GodlMenVau
frame_1221.jpg,1221,GodLManYaa,MadShadowD
frame_1222.jpg,1222,GodL ManYaa,MedShadowl
frame_1224.jpg,1224,GodlManYaa,MadprDo
frame_1225.jpg,1225,GodLManYaa,MadprDo
frame_1233.jpg,1233,GodlManYaa,MadShadowDL
frame_1234.jpg,1234,GodLManYea,MadShadowD
frame_1235.jpg,1235,Dul J@Mathanmz,MadprDo
frame_1236.jpg,1236,Lxil LONATHANDB,MadprDo
frame_1237.jpg,1237,GXULJONATHAND3,MadprDo
frame_1238.jpg,1238,~GxdLJONATHANDZ,MadprDo
frame_1244.jpg,1244,Madsyrax,GxdLSPOWETI
frame_1245.jpg,1245,Madsyrax,GxdLSPOWERR
frame_1251.jpg,1251,MadsyraX,GxdLSPOWERR
frame_1252.jpg,1252,"MadSYFA""",GxdLSPOWEFU
frame_1253.jpg,1253,Madsyrax,GxdLSPOWERR
frame_1254.jpg,1254,MadsyraX,GxdLSPOWERR
frame_1255.jpg,1255,Madsyrax,GxdLSPOWERR
frame_1256.jpg,1256,MadsyraX,GxdLSPOWERR
frame_1290.jpg,1290,ChA,2025
frame_1291.jpg,1291,chaME,2025
frame_1303.jpg,1303,chI,2025
frame_1311.jpg,1311,chaN,2025
frame_1313.jpg,1313,ChI,2025
frame_1315.jpg,1315,Chatt,2025
frame_1325.jpg,1325,TZxSkepp3i,C4RxHITMaN
frame_1326.jpg,1326,TZxSkepp3i,G4RxHITMaN
frame_1327.jpg,1327,TxSkepp3i,G4RxHITMaN 
frame_1328.jpg,1328,TIxSkepp3i,G4RxHITMeN
frame_1329.jpg,1329,T7xSkepp3i,LG4RxHITMeN
frame_1330.jpg,1330,TIxSkeppBi,G41rxtIIT MaN:
frame_1332.jpg,1332,TTaSkeppzi,04RxBegs Tun
frame_1333.jpg,1333,TIxSkepp3i,c- G4RxBeasTug
frame_1335.jpg,1335,TZxSkepp3i,G4RxBeas Tug
frame_1336.jpg,1336,TIxSkepp3i,ch? G4RxBeasTog
frame_1337.jpg,1337,TIxSkepp3i,G4RxBeas Tog
frame_1342.jpg,1342,TIxSkeppzi,G4RxHeXel707
frame_1343.jpg,1343,T7xSkepp3i,G4RxHeXel707
frame_1345.jpg,1345,ITxSkeppal,G4RxHeXe/707
frame_1346.jpg,1346,T7xSkepp3i,G4RxHeXel707
frame_1348.jpg,1348,TIxSkepp3i,G4RxHeXel707
frame_1356.jpg,1356,INIxMAFIA,Mythdaddy
frame_1357.jpg,1357,INIxMafIa,MythDAdd
frame_1358.jpg,1358,INIxMafIa,Mythdaddy
frame_1361.jpg,1361,INIxMafla,MythDAddy
frame_1362.jpg,1362,Dod,MythDETROX
frame_1363.jpg,1363,4WxavnishDoD,MythdETROX
frame_1365.jpg,1365,Playzone,4WxavnishDoD
frame_1393.jpg,1393,INIxiNFERND,4Wxlmmortall
frame_1394.jpg,1394,INIxiNFERND,4WxImmortaL [
frame_1395.jpg,1395,INIxiNFERND,4WxavnishDov
frame_1396.jpg,1396,INIxiNFERND,4WxavnishOol
frame_1397.jpg,1397,INIxiNFERND,4WxAvnishDoL
frame_1398.jpg,1398,INIxiNFERND,4WxAvnishDol
frame_1402.jpg,1402,INLMAFIA,4WxNooBDoD
frame_1403.jpg,1403,INIxMAFIA,4WxNopBDoD
frame_1404.jpg,1404,INIxMAFIA,4WxNooBDoD
frame_1407.jpg,1407,INIxMaFla,4WxNooBDoD 
frame_1408.jpg,1408,INIxMafla,4WxhaDaD
frame_1409.jpg,1409,INIxMafa,4WxNopBDoD 
frame_1412.jpg,1412,MythLuciFeR,WELTwProToN
frame_1419.jpg,1419,WEL TwGokkulWNL,MythLuciFel
frame_1440.jpg,1440,GENsHUNTERZ,G4RxSpiirit
frame_1442.jpg,1442,GEN Zopuicae,ProbotORB
frame_1443.jpg,1443,GENsZapDl 6T,ProbotDRB
frame_1444.jpg,1444,GENsHUNTERZ,G4RxSpiirit
frame_1446.jpg,1446,GENsHUNTERZ,G4RxHeXel707
frame_1447.jpg,1447,GENsHUNTERZ,E4RxHeXe/707
frame_1448.jpg,1448,GENsHUNTERZ,G4RxHeXel707
frame_1455.jpg,1455,GENsGravity,SyrusDRB
frame_1457.jpg,1457,DENehuMTeRZ,GENsGravity
frame_1458.jpg,1458,AmanDRB Bstt,GENsGravity
frame_1459.jpg,1459,AmanDRB 6It,GENsGravity
frame_1461.jpg,1461,GENsViPERR,StunnerDRB
frame_1465.jpg,1465,GENsViPERR,ProbotDRB
frame_1466.jpg,1466,GENsViPERR,ProbotORB
frame_1501.jpg,1501,CHAMPIDNS,2025
frame_1503.jpg,1503,CHAMPIONS,2025
frame_1536.jpg,1536,CHAMPIONS,2025
frame_1542.jpg,1542,CHAMPIONS,2025
frame_1543.jpg,1543,CHAMPIDNS,2025
frame_1544.jpg,1544,chAMpIONS,2025
frame_1545.jpg,1545,CHAMPIDNS,2025
frame_1547.jpg,1547,CHAMpIDNs,2025
frame_1548.jpg,1548,CHAMpIoNs,2025
frame_1549.jpg,1549,CHAMPIONS,2025
frame_1555.jpg,1555,CHAMPIONS,2025
frame_1561.jpg,1561,CHAMPIONS,2025
frame_1565.jpg,1565,chAMPIONS,2025
frame_1566.jpg,1566,chaMpinNc,2025
frame_1567.jpg,1567,champIoNS,2025
frame_1568.jpg,1568,champions,2025
frame_1569.jpg,1569,champioNS,2025
frame_1570.jpg,1570,cHAMpIONS,2025
frame_1571.jpg,1571,CHAMPIONS,2025
frame_1573.jpg,1573,cHAMPIONS,2025
frame_1574.jpg,1574,CHAMPIONS,2025
